title,company_name,description,posted_date:,niveau d'études requis,niveau d'expérience,contract_type,Region,Competence
Cloud Engineer (M/F),AFRICASHORE,"We are looking for  Cloud Engineer    profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Implement IAM policies and configure VPCs to create a scalable and secure Network for the application workloads.  
      Develop and manage AWS development and migration programs.  
      Build Data Integration scripts using Python to integrate with upstream/downstream systems (within AWS Cloud Services ecosystem).  
      Develop application code for programs while following coding standards.  
       Resolve queries/issues and provide Application/functional support.  
      Recommend changes to improve established Data Integration processes.  
      Provides...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,API - ARM - BGP - CVS - IAM - PUPPET - PYTHON - RDS - REST
Cloud Microservices Architect (M/F),AFRICASHORE,"We are looking for  Cloud Microservices Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Design, build, and maintain Cloud environments focusing on uptime, access, control, and Network security using automation and configuration management tools.  
      Guide the definition of best practices in collaboration with other areas of engineering group.  
      Research and provide guidance on adoption of new technologies.  
      Provide guidance to Product Managers on feasibility pf product requests.  
      You will be creating, recreating, rewriting and refactor applications.  
      You will be working on Cloud-based application development...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ACCESS - AGILE - AZURE - CVS - DOCKER
Cloud System Administrator (M/F),AFRICASHORE,"We are looking for  Cloud System Administrator  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
      Installing, configuring and maintain softwares, servers (on premise / Cloud), Networks and firewalls .  
      Overseeing/troubleshoot system performance, troubleshooting issues and outages Creating a backup and safeguarding the data(on premise / Cloud) if there are any hindrances Performing system upgrades following new releases.  
      Ensuring/Sustaining Network integrity, server deployment, security and efficiency of IT infrastructure .  
      Monitoring and maintaining Network servers such as file servers, VPN gateways and intrusion detection systems...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AZURE - CENTOS - CVS - DOCKER - LINUX - PERL - PREMISE - PYTHON - REDHAT - VPN - WAN
Cloud System Integrator (M/F),AFRICASHORE,"We are looking for  Cloud System Integrator  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:  
 
  Create future-proof system architectures for our highly interconnected 4G/5G communication solutions.  
  Define competitive end-to-end solutions together with top experts from different teams in an international environment.  
  Demonstrate strong understanding of Networking and security architectures and engage in technical discussions with Network and security architects of large enterprises.  
  Present both industry and Zscaler technical architecture as it relates to customers and prospects environment and technical requirements.  
  Ensure that our solutions fit smoothly...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - CVS
Cyber Security Engineer (M/F),AFRICASHORE,"We are looking for  Cyber Security Engineer  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Act as an internal subject matter expert with respect to CVA scanning and reporting. Assist in maintenance of the enterprise to VMLC (Vulnerability Management Life Cycle) policy and associated VM standard.  
  Conduct required tasks for the vulnerability scanning program and publish reported vulnerabilities to impacted teams for remediation.  
  Triage and risk rank vulnerabilities according to severity and exposure. Work with Product and IT teams to risk rank and patch vulnerabilities related to the technology stack. Develop remediation plans for vulnerabilities....",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,CVS - ENDPOINT - IDEAL - JAVASCRIPT - PYTHON - VM
DATASTAGE Architect (M/F),AFRICASHORE,"We are looking for  DATASTAGE Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Define and supervise all activities within your scope by using and optimising the resources allocated.  
  Control the implementation of the activities under your responsibility and report on the results.  
  Responsible for the level of service quality, compliance with standards and the level of safety within the assigned perimeter.  
  Supervise and monitor of assigned projects (monitoring of workloads, definition of deadlines and delivery milestones, identification of deliverables and work to be carried out, task planning, monitoring of work, management of corrective measures,...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AZURE - CVS - DATASTAGE - INFORMATICA - J2EE - JAVA - MONGODB - ORACLE - SQL - TALEND
GENESYS Architect (M/F),AFRICASHORE,"We are looking for  GENESYS Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:  
 
  Deep and relevant expertise on Genesis Cloud services, along with contact center industry experience.  
  Be the direct point of technical contact to provide high-quality consultancy for Genesys solutions to customers.  
  Develop and maintain integration and Cloud solutions.  
  Knowledge and experience on Cloud computing models (IaaS, PaaS, and SaaS).  
  Experience with software development and one or more development or scripting languages (e.g. Java. Golang, Python, JavaScript, TypeScript, Bash, PowerShell).  
  Self-starter with deep hands-on work experience with production...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,BASH - CVS - GENESYS - JAVA - JAVASCRIPT - PAAS - POWERSHELL - PYTHON - VMWARE
Network Architect (M/F),AFRICASHORE,"We are looking for  Network Architect  profiles / CVs to share with our clients for their future recruitment campaigns. 
   
  Mission:    
 
  Deliver Core Backbone Network Designs in alignment with industry best practices.  
  Deliver Customer Network Designs in alignment with industry best practices.  
  Support and Alignment with Internal Teams.  
  Contributor to Automation Stakeholders to deliver speed and accuracy for the enablement of new services.  
  Perform Core Network Changes.  
  Manage technical Network solutions and framework of [24]7 Network infrastructure.  
  Perform Network troubleshooting to isolate and diagnose common Network problems.  
  Upgrade Network hardware and software components as required...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,BGP - CISCO - CVS - DHCP - DNS - ETHERNET - JUNIPER - MPLS - PYTHON - SNMP - TCP IP - WAN
DBA IMS/DB2 Z/OS(H/F),AFRICASHORE,"Nous recherchons des profils / CV de  DBA IMS/DB2 Z/OS (H/F)  pour les transmettre à nos clients dans le cadre de leurs futures campagnes de recrutement. 
		   
		  Mission :  
		   
		 
		 Assistance au développement technique Z/OS. 
		 Maintenance des projets, support aux analystes Z. 
		 Mise en œuvre opérationnelle des projets de développement. 
		 Assurer le maintien en conditions opérationnelles. 
		 Réaliser la maintenance (mise à jour de versions, patchs management). 
		 Construction de nouveaux socles techniques. 
		 Traitement et incidents de niveau 3. 
		 Suivi et analyse des performances.",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ASSEMBLEUR - COBOL - DB2 - FORTRAN - ISPF - JCL - SAS - SDSF - TCP IP - TSO - TWS - VSAM
Z/OS System Engineer Senior Storage(H/F),AFRICASHORE,"Nous recherchons des profils / CV de  Z/OS System Engineer Senior Storage (H/F)  pour les transmettre à nos clients dans le cadre de leurs futures campagnes de recrutement.     Mission :  
		   
		 
		 Mise en œuvre, suivi et gestion technique opérationnelle des opérations, 
		 Enrichissement et rechargement des environnements Mainframe z/OS d’homologation et de répétition de bascules. 
		 Définition des partitions (création du socle, SGBD, middlewares transactionnels et flux, service techniques, sécurité), clonage et alimentation de données, interopération avec les environnements mainframe et distribués (non mainframe)....",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,CICS - DB2 - IBM - JCL - MVS - TSO - VSAM - ZOS
Ingénieur Système Z/OS Middleware (H/F),AFRICASHORE,"Nous recherchons des profils / CV de  Ingénieur Système Z/OS Middleware (H/F  )  pour les transmettre à nos clients dans le cadre de leurs futures campagnes de recrutement. 
		   
		  Mission :  
		   
		 
		 Ingénieur système Z/OS expérimenté, être capable d'installer, de paramétrer, d'activer et d'exécuter tant l'investigation et la résolution des problèmes des produits habituellement utilisés dans un environnement z/OS. 
		 Equipe en charge de la gestion d'un environnement mainframe (HW / SW) incluant la sécurité associée (RACF), le stockage (DASD, Tape, B&R, DRP), la conformité, la mé...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,"CDI, CDD - Freelance",Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ASSEMBLEUR - COBOL - JAVA - LDAP - NETVIEW - TCP IP - TWS - VTAM
Consultant SAP ABAP (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP ABAP (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Assurer la liaison avec les équipes de livraison pour aider à développer l'activité autour des caractéristiques techniques à venir, conformément à la stratégie et aux objectifs de l'organisation. 
	 Participation aux phases de conception et réalisation des développements. 
	 Mentorat des membres juniors de l'équipe ABAP ou de l'équipe technique au sein de l'organisation. Vous êtes en charge de la construction d'actifs et d'accélé...",04.06.2025,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ABAP - SAP
Consultant SAP FI-CO/PS (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP FI-CO/PS (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Concevoir, mettre en œuvre, déployer et soutenir les solutions financières SAP pour la finance, la comptabilité, le contrôle des coûts et le contrôle de gestion. 
	 Maintenir les compétences dans la conception et la configuration des processus des applications SAP ; la conception, le développement, l'intégration, les tests et le déploiement des applications SAP ; et l'architecture technique des applications SAP. 
	 Comprendre les exigences de l'entreprise afin de...",04.06.2025,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,SAP
Consultant SAP EHS (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP EHS (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Définir le champ d'application et les priorités opérationnelles pour les changements à petite échelle et peut participer à des exercices de définition du champ d'application à plus grande échelle. 
	 Spécifier et documenter les exigences opérationnelles selon les instructions, en assurant la traçabilité jusqu'à la source. Les analysées pour s'assurer qu'elles correspondent aux objectifs de l'entreprise et qu'elles sont cohérentes...",04.06.2025,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,REACH - SAP
Consultant SAP Senior (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP Sénior (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Participer aux études préalables et à l'élaboration des cahiers des charges. 
	 Mener de bout en bout les enrichissements/projets validés au carnet de travail Logistique SAP Achats, Stocks voire Production Planning (conception, paramétrage, réalisation, tests, conduite du changement, formation, support post go-live…) avec un fort engagement de résultat et une forte interaction avec les correspondants métiers. 
	 Participer au développement et au...",04.06.2025,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,ABAP - SAP
Consultant SAP MM/SD/EWM/PP/QM/CAR (H/F),AFRICASHORE,"Nous recherchons un  Consultant SAP MM/SD/EWM/PP/QM/CAR (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Mission :  
	   
	 
	 Accompagner et soutenir nos utilisateurs sur leurs activités et problématiques quotidiennes en étant force de proposition pour l’amélioration continue de la solution. 
	 Mener de bout en bout les enrichissements/projets validés au carnet de travail Logistique SAP Achats, Stocks voire Production Planning (conception, paramétrage, réalisation, tests, conduite du changement, formation, support post go-live…) avec un fort engagement de résultat et une forte...",04.06.2025,Bac+3,Expérience entre 2 ans et 5 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,SAP
Lead Développeur Java JEE (H/F),AFRICASHORE,"Nous recherchons un  Lead Développeur Java JEE (H/F)  pour notre client, une société multinationale dans le domaine des services informatiques. 
	   
	  Poste & Mission :  
	   
	 Intégré-e dans la Direction R&D au sein du service d’Architecture Technique des équipes de Développement, en charge de domaines techniques précis, votre périmètre comprend. 
	   
	 
	 Conception et développements techniques sur des technologies java/JEE ; 
	 Evolution et maintenance du Framework du progiciel ; 
	 Instruction et débogage des problèmes techniques avancés ; 
	 Participation au chiffrage et à la conception...",04.06.2025,Bac+3,Expérience entre 5 ans et 10 ans,CDI - Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,AGILE - CSS - ECLIPSE - HIBERNATE - HTML - JAVA - JAVA JEE - JAVASCRIPT - JENKINS - JUNIT - MAVEN - SPRING - UML
Human Resources Generalist - Rabat,TECTRA RABAT - KENITRA,"Nous sommes à la recherche d'un  Human Resources Generalist.    Missions :    Gestion administrative du personnel    Établir et assurer le suivi des contrats (échéances, avenants…).  Collecter ou valider les variables de paie et produire ou superviser la production des bulletins de paie.  Rédiger les lettres types, les attestations et les déclarations réglementaires : renouvellement et validation de période d’essai, convocation, avertissement, déclaration d’accident du travail…  Suivre et gérer administrativement les dossiers d’inaptitude, les contentieux prud’homaux, les procédures disciplinaires, les licenciements…  Veiller à l’application et au respect du droit du...",04.06.2025,Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,Rabat-Salé-Kénitra,Bilan Social - Contrat de Travail - Développement RH - Formation - Gestion Administrative - Gestion des Compétences - Gestion des Ressources Humaines - Processus de Recrutement - Recrutement
Technicien Informatique (Exploitation et Réseaux) - Casablanca Ain Sabaa,BRICOMA,"Dans le cadre de renforcement de notre équipe au sein de la DSI, Bricoma recherche un  Technicien d’Exploitation et R  éseaux  sur Casablanca.    Missions   :    Rattaché au responsable d’exploitation, vous êtes en charge l’exploitation et la maintenance du matériel et logiciel afin d'en garantir la disponibilité permanente aux utilisateurs tout en garantissant un service de qualité.    Installation et configuration des éléments du matériel informatique (postes de travail, imprimantes, équipements de caisse)  Assurer la maintenance préventive et curative des équipements informatique  Résoudre les problèmes du câblage informatique et téléphonique  Assurer le bon fonctionnement des équipements...",03.06.2025,Bac+2,Expérience entre 2 ans et 5 ans,CDI,Casablanca-Mohammedia,LINUX
Consultant Fonctionnel Odoo  - Agadir,CAISSE MANAGER,"Caisse Manager  est une entreprise innovante spécialisée dans le développement et la commercialisation de logiciels de gestion de point de vente. Nous accompagnons nos clients dans l’optimisation de leurs processus grâce à des solutions ERP sur-mesure. Afin de soutenir notre croissance, nous recherchons un  Consultant Fonctionnel Odoo  passionné et dynamique.   Missions :    Analyser les besoins des clients et les accompagner dans la transformation de leurs processus métiers.  Configurer et personnaliser les modules Odoo selon les spécificités et les exigences des clients.  Former les utilisateurs sur les fonctionnalités d’Odoo et les meilleures pratiques d’utilisation.  Assurer un suivi post-...",03.06.2025,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDI,Agadir,Formation - Gestion - Management - Processus Métiers
Ingénieur Systèmes et Réseaux  - Casablanca,ANNOUR TECHNOLOGIES,"Nous sommes à la recherche d'un  Ingénieur Systèmes et Réseaux     Vos missions principales :     Assurer le pilotage de l’intégration et du déploiement des solutions techniques choisies.  Rédiger la documentation d’architecture ainsi que les procédures d’exploitation associées.  Contribuer aux études d’architecture technique globale pour nos clients.  Participer à la qualification des plateformes Réseaux, Télécoms et Sécurité proposées.  Valider l’installation et l’intégration des outils ou équipements dans les environnements de production clients.  Assurer une veille technologique active sur les évolutions du secteur.  Développer et maintenir des relations de qualité...",30.05.2025,Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,Casablanca-Mohammedia,ARUBA - ASTERISK - CISCO - FORTINET - HPE - KVM - NAGIOS - SOPHOS - TOIP - VEEAM - VMWARE - ZABBIX
Assistante Aide Comptable  - Casablanca,LACAISSE.MA,"Société opérant dans le domaine des technologies et logiciels informatique sur Casablanca cherche une  Assistante Aide Comptable , sous la supervision du service comptable et administrative , vous serez en charge de :    Le suivi des comptes clients et fournisseurs    La saisie des pièces comptables (factures, règlements, relevés bancaires)    L’archivage et la gestion documentaire    L’assistance à la préparation des déclarations fiscales et sociales    Le soutien lors des clôtures mensuelles et annuelles    Diverses tâches administratives liées à la comptabilité",29.05.2025,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,"CDI, CDD & Stage",Casablanca-Mohammedia,Comptabilité - Finance - Gestion
Développeur BI – Tableau / Python - Casablanca,VISION BUSINESS CONSULTING,"Dans le cadre du lancement d’un projet BI stratégique, nous recherchons  deux Développeurs BI  pour renforcer notre équipe sur une mission de 3 mois. Les profils retenus interviendront sur la conception de dashboards dynamiques, le traitement et la valorisation des données, ainsi que l’intégration de sources de données multiples.",28.05.2025,Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,API - BI - POSTGRESQL - PYTHON
Lead Data Engineer / Architecte Data (Freelance) - Casablanca,VISION BUSINESS CONSULTING,"Dans le cadre d’un projet stratégique pour un grand client industriel, nous recherchons un  Lead Data Engineer / Architecte Data  pour concevoir et mettre en œuvre une  plateforme data hybride . L’objectif est de livrer un  MVP fonctionnel  de la plateforme en 4 mois, incluant  un premier use case orienté optimisation énergétique .   Stack technique & outils :      MinIO  : stockage objet (équivalent S3)     DBT (Data Build Tool)  : transformation de données     ClickHouse  : base de données analytique     Machine Learning  : mise en place de modèles pour use case énergétique     Atlas Cloud  (MongoDB Atlas ou autre cloud data platform)",28.05.2025,Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,ATLAS - MONGODB
DataOps Engineer - Casablanca,VISION BUSINESS CONSULTING,"Nous recherchons un(e)  DataOps Engineer  expérimenté(e) pour accompagner un  client bancaire de premier plan  dans la mise en place, l'industrialisation et la supervision de ses pipelines data. Vous interviendrez dans un  environnement technique exigeant , au sein d’équipes data & IT agiles et dynamiques, pour une mission de longue durée.   DevOps / Infra :     Excellente maîtrise de  Kubernetes  et  Docker     Très bonnes connaissances des pratiques  CI/CD  (GitLab CI, Jenkins, etc.)    Monitoring / observabilité / gestion des environnements     Stack Data :      Apache Spark  : traitement de données massives     Airflow  : orchestration des pipelines     Dremio  : moteur de virtualisation / exploration     S3...",28.05.2025,Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,Casablanca-Mohammedia,APACHE - DOCKER - GITLAB - JENKINS - SPARK
Technicien Réseau - Rabat et Casablanca,CAISSE MANAGER,"Caisse Manager  est une solution innovante de gestion de caisse destinée aux commerçants, restaurateurs et petites entreprises. Conçu pour simplifier la gestion des transactions et des opérations quotidiennes, Caisse Manager permet de suivre facilement les ventes, gérer les stocks, et analyser les performances grâce à une interface intuitive et accessible.  Nous sommes à la recherche d’un  Technicien Réseau.    Missions :   En tant que Technicien Réseau, vous aurez pour principales missions :   Installer, configurer et maintenir les équipements réseaux (routeurs, switchs, serveurs, points d’accès Wi-Fi, câblage, etc.).  Assurer la gestion et le dépannage des infrastructures réseau (LAN, WAN, Wi-Fi, VPN)....",23.05.2025,Bac+2,Débutant < 2 ans,CDI,Casablanca-Mohammedia & Rabat-Salé-Kénitra,Tourisme - VPN - WAN
Développeur LARAVEL freelance - Travail à Distance,EMPLOI.MA,Nous recherchons un  Développeur LARAVEL freelance  (5 ans minimum d'expérience en LARAVEL obligatoire).   Missions :   Vous développez nos plateformes basées sur LARAVEL :   Réalisation / développement de modules ;  Préparation des spécifications ;  Développement de nouvelles fonctionnalités.,15.05.2025,"Bac+2, Bac+3, Bac+4 - Bac+5 et plus",Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,LARAVEL - PHP
Développeur DRUPAL freelance - Travail à Distance,EMPLOI.MA,Nous recherchons un  Développeur DRUPAL freelance  (5 ans minimum d'expérience en DRUPAL obligatoire).   Missions :   Vous développez nos plateformes basées sur DRUPAL :   Réalisation / développement de modules ;  Préparation des spécifications ;  Développement de nouvelles fonctionnalités.,15.05.2025,"Bac+2, Bac+3, Bac+4 - Bac+5 et plus",Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Freelance,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,DRUPAL - LARAVEL - PHP
Stagiaire Technicien IT - Marrakech,BEINTERIM,Nous sommes a la recherche pour l'un de nos clients sur Marrakech des  Stagiaires Techniciens IT.,14.05.2025,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé",Stage,Marrakech-Safi,
Commercial(e) (IT) - Rabat,AFRICAWORK,"Nous recherchons un(e)  Commercial(e)  IT, dynamique et motivé(e) en CDI pour rejoindre notre client, une entreprise leader dans le  secteur des services informatiques et du conseil IT , basée à  Rabat .     À propos du   poste :    En tant que commercial(e), vous aurez la responsabilité de gérer et développer un portefeuille clients (IT), ainsi que de promouvoir et vendre des services informatiques.    Responsabilités :    Atteindre le chiffre d’affaires fixé par la direction commerciale  Gérer la relation client, de la prospection au règlement  Prospecter de nouveaux clients et identifier des opportunités commerciales  Développer et gérer un portefeuille clients existant  Élaborer et présenter...",13.05.2025,"Bac+3, Bac+4 - Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDI,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,Commercialisation - Négociation - Prospection - Vente
Infographiste Expérimenté - Tanger,SOLU-PERFORMANCE,"Nous sommes à la recherche d’un(e)  Infographiste  expérimenté(e) pour rejoindre une équipe créative de l'un de nos clients.   Si vous avez un sens aigu de l'esthétique, une maîtrise parfaite des outils de conception graphique et une envie de relever des défis créatifs, ce poste est fait pour vous !   Missions principales    Concevoir et réaliser des visuels percutants pour nos supports de communication (print et digital).  Recevoir un bief et reformuler le contexte textuel en création graphique (maquettes, flyers, affiches, site Internet, etc.).  Participer au développement de campagnes visuelles innovantes.   Participer à la création d’interfaces et la révision du design des solutions...",08.05.2025,Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans,CDI,Tanger-Tétouan-Al Hoceïma,Communication - Création Graphique - Design - ILLUSTRATOR - Marketing - PAO
Technicien Support - Casablanca,LACAISSE.MA,"Nous recrutons pour le compte de notre société spécialisée dans le secteur digital , caisse enregistreuses et bornes de commande un  Technicien Support.    Vos missions :    Installation et livraison du matériel aux clients  Traitement des demandes et réclamation clients par téléphone  Formation sur le logiciel et suivi après vente   Coordination entre la direction technique et administrative pour le suivi des demandes clients",30.04.2025,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,"CDI, CDD & Stage",Casablanca-Mohammedia & Marrakech-Safi,
Professeur Permanent en Informatique  - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,"Dans le cadre de son développement, le groupe  Edvantis  recrute pour son campus ISGA à Casablanca des  Enseignants Chercheurs Permanents en Informatique.      Missions:     Enseignement (cours et des Travaux Dirigés) et autres activités pédagogiques  Encadrement pédagogique et suivi de projets étudiants  Recherche scientifique dans le domaine de spécialisation.",25.04.2025,Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,Casablanca-Mohammedia,Enseignement
Responsable Applicatif IT - Casablanca,VISION BUSINESS CONSULTING,"Nous sommes à la recherche d'un  Responsable Applicatif IT.   En tant que Responsable Applicatif IT (IT Application Owner), vous serez en charge de la gestion, de l’optimisation et de la maintenance des applications bancaires. Vous assurerez le bon fonctionnement des applications critiques en collaboration avec les équipes build et TMA. Vous jouerez un rôle clé dans l’amélioration continue de l’efficacité des applications et leur conformité aux exigences réglementaires du secteur bancaire.   1. Gestion des Applications Bancaires    Assurer le suivi et la supervision des applications sous votre responsabilité pour garantir leur disponibilité, performance et fiabilité.  Assurer la maintenance évolutive...",23.04.2025,Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,Freelance,Casablanca-Mohammedia,CICS - COBOL - DB2 - JCL - LINUX - ORACLE - SQL - VSAM
Stagiaire en Recrutement et Sourcing  - Casablanca,VISION BUSINESS CONSULTING,"Nous sommes à la recherche d'un  Stagiaire en Recrutement et Sourcing.    Missions :      Participer à l’analyse des besoins en recrutement  avec les managers ou l’équipe RH     Rédiger et publier les offres d’emploi  sur les jobboards et réseaux sociaux     Effectuer le sourcing des candidats  via LinkedIn, bases de données, réseaux, etc.     Sélectionner les CV  en fonction des critères définis     Contacter les candidats présélectionnés  pour un premier échange téléphonique     Planifier les entretiens  avec les responsables concernés     Mettre à jour la base de données candidats et les outils de suivi       Participer aux entretiens RH (en observation ou en coanimation)      Contribuer à l...",23.04.2025,"Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé",Stage,Casablanca-Mohammedia,Formation - Psychologie du Travail - Recrutement
Infographiste Professionnel  - Tanger,SOLU-PERFORMANCE,"Nous cherchons un  Infographiste Professionnel  talentueux et créatif pour rejoindre l'équipe de l’un de nos clients . Si vous êtes passionné par le design graphique et que vous maîtrisez les outils de création visuelle, cette opportunité est faite pour vous !    Missions :     Concevoir des visuels attrayants pour le print et le digital (affiches, brochures, bannières web, etc.).  Collaborer avec l'équipe marketing pour créer des supports de communication efficaces.  Assurer la cohérence graphique sur tous les supports de l'entreprise.  Suivre les tendances du design pour proposer des idées innovantes.",16.04.2025,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI & CDD,Tanger-Tétouan-Al Hoceïma,AUTOCAD - Infographie
Technicien en Gestion de Base de Données - Marrakech,MTS SYSTEM,"Nous sommes une structure basée à Marrakech depuis 2006, sous-traitant d’un grand Groupe Français leader dans le développement et la distribution de solutions pour tous commerces de proximité et grandes enseignes depuis 1989 (paiement, encaissement, systèmes de sécurité, applications digitales de gestion…)   Nous sommes à la recherche des  Techniciens en Gestion de Base de Données.     Missions :     Mise en place des patchs EKIP   Relance des batchs et scripts d’interfaces   Mise en place du monitoring",15.04.2025,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,Marrakech-Safi,DBASE - EKIP - LINUX - MYSQL - ORACLE - SQL
Développeurs Full stack Junior Web/Mobile - Marrakech,MTS SYSTEM,"Société à rayonnement international, implantée à Marrakech depuis 2006, spécialisée dans la distribution et le développement d’applications commerciales et monétiques, est à la recherche de  Développeurs Full Stack.       Missions   :   Sous la direction d’un chef de projet, au sein d’une équipe de développeurs, vous participerez à la conception et au développement technique de nouvelles applications web et/ou mobile.         Activités principales :     Développement des applications :    Rédiger les lignes de codes nécessaires à la création d’une application  Appliquer les règles de navigation, créer des liens entre les pages  Développer les interfaces  Corriger et optimiser les fonctionnalités...",15.04.2025,Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,Marrakech-Safi,ANDROID - C# - FULL STACK - JAVA - JAVASCRIPT - NET
Développeur PHP / Laravel Confirmé, N.C.,Missions :- Développement de nouvelles fonctionnalités afin d’offrir aux utilisateurs finaux l’expérience la plus fluide...,07.08.2020 ,,,, Marrakech, 
Développeur Mobile iOS et Android, N.C.,"Missions :- Maintenance et optimisation du code existant, refonte de certaines briques de deux applications iOS et Android- Développement...",07.08.2020 ,,,, Marrakech, 
